1,Gabriel Dos Santos,br BRA,DF,24,14,14,1260.0,2.0,0.0,0.0,2.0,0.0,2.3,0.2,Arsenal
2,Aaron Ramsdale,eng ENG,GK,24,14,14,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
3,William Saliba,fr FRA,DF,21,14,14,1245.0,2.0,1.0,0.0,4.0,0.0,0.3,0.9,Arsenal
4,Gabriel Jesus,br BRA,FW,25,14,14,1219.0,5.0,5.0,0.0,4.0,0.0,7.7,2.8,Arsenal
5,Martinelli,br BRA,FW,21,14,14,1181.0,5.0,2.0,0.0,1.0,0.0,3.0,3.3,Arsenal
6,Bukayo Saka,eng ENG,FW,21,14,14,1171.0,4.0,6.0,1.0,3.0,0.0,4.5,2.9,Arsenal
7,Granit Xhaka,ch SUI,MF,30,14,14,1166.0,3.0,3.0,0.0,2.0,0.0,1.5,1.8,Arsenal
8,Ben White,eng ENG,DF,25,14,14,1150.0,0.0,2.0,0.0,3.0,0.0,0.3,1.1,Arsenal
9,Martin Ødegaard,no NOR,MF,23,13,13,1074.0,6.0,2.0,0.0,2.0,0.0,4.1,2.6,Arsenal
10,Thomas Partey,gh GHA,MF,29,11,11,959.0,2.0,0.0,0.0,1.0,0.0,1.0,0.6,Arsenal
11,Oleksandr Zinchenko,ua UKR,DF,25,7,7,559.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4,Arsenal
12,Takehiro Tomiyasu,jp JPN,DF,24,11,4,410.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,Arsenal
13,Kieran Tierney,sct SCO,DF,25,12,3,354.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,Arsenal
14,Albert Sambi Lokonga,be BEL,MF,23,6,2,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
15,Fabio Vieira,pt POR,MF,22,8,1,246.0,1.0,1.0,0.0,0.0,0.0,0.3,1.1,Arsenal
16,Mohamed Elneny,eg EGY,MF,30,3,1,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
17,Eddie Nketiah,eng ENG,"FW,MF",23,12,0,152.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,Arsenal
18,Reiss Nelson,eng ENG,FW,22,2,0,65.0,2.0,1.0,0.0,0.0,0.0,0.6,0.1,Arsenal
19,Emile Smith Rowe,eng ENG,"MF,FW",22,4,0,51.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,Arsenal
20,Cédric Soares,pt POR,DF,31,2,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
21,Rob Holding,eng ENG,DF,27,4,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
22,Marquinhos,br BRA,MF,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
23,Ethan Nwaneri,eng ENG,FW,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
24,Karl Jakob Hein,ee EST,GK,20,0,0,,,,,,,,,Arsenal
25,Nicolas Pépé,ci CIV,"FW,MF",27,0,0,,,,,,,,,Arsenal
26,Matthew Smith,eng ENG,MF,22,0,0,,,,,,,,,Arsenal
27,Lino Sousa,eng ENG,DF,17,0,0,,,,,,,,,Arsenal
28,Matt Turner,us USA,GK,28,0,0,,,,,,,,,Arsenal
29,Squad Total,,,,14,154,1260.0,32.0,24.0,1.0,23.0,0.0,26.2,18.3,Arsenal
30,Ederson,br BRA,GK,29,14,14,1260.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,Manchester-City
31,João Cancelo,pt POR,DF,28,14,14,1116.0,2.0,1.0,0.0,3.0,1.0,0.7,0.8,Manchester-City
32,Kevin De Bruyne,be BEL,MF,31,14,13,1131.0,3.0,9.0,0.0,0.0,0.0,2.5,6.0,Manchester-City
33,Rodri,es ESP,MF,26,13,13,1122.0,0.0,3.0,0.0,1.0,0.0,1.2,0.8,Manchester-City
34,Bernardo Silva,pt POR,"MF,FW",28,14,12,1068.0,2.0,5.0,0.0,1.0,0.0,1.3,1.8,Manchester-City
35,Erling Haaland,no NOR,FW,22,13,12,1037.0,18.0,3.0,3.0,2.0,0.0,11.1,2.8,Manchester-City
36,Phil Foden,eng ENG,"FW,DF",22,14,11,908.0,7.0,4.0,0.0,1.0,0.0,3.7,2.0,Manchester-City
37,İlkay Gündoğan,de GER,MF,32,12,10,891.0,2.0,2.0,0.0,0.0,0.0,2.1,2.1,Manchester-City
38,Rúben Dias,pt POR,DF,25,12,9,873.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,Manchester-City
39,John Stones,eng ENG,DF,28,9,8,731.0,0.0,2.0,0.0,1.0,0.0,0.4,1.3,Manchester-City
40,Manuel Akanji,ch SUI,DF,27,8,8,701.0,0.0,1.0,0.0,1.0,0.0,0.5,0.1,Manchester-City
41,Nathan Aké,nl NED,DF,27,8,7,571.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Manchester-City
42,Kyle Walker,eng ENG,DF,32,7,7,560.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,Manchester-City
43,Jack Grealish,eng ENG,FW,27,8,6,547.0,1.0,0.0,0.0,0.0,0.0,0.9,1.2,Manchester-City
44,Riyad Mahrez,dz ALG,"FW,MF",31,9,4,372.0,1.0,0.0,0.0,1.0,0.0,1.2,0.5,Manchester-City
45,Julián Álvarez,ar ARG,"FW,MF",22,12,3,364.0,3.0,0.0,0.0,0.0,0.0,1.3,0.4,Manchester-City
46,Aymeric Laporte,es ESP,DF,28,4,3,286.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,Manchester-City
47,Sergio Gómez,es ESP,"DF,MF",22,5,0,111.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4,Manchester-City
48,Cole Palmer,eng ENG,"FW,MF",20,7,0,106.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Manchester-City
49,Rico Lewis,eng ENG,"DF,MF",18,3,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
50,Kalvin Phillips,eng ENG,MF,26,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
51,Scott Carson,eng ENG,GK,37,0,0,,,,,,,,,Manchester-City
52,Liam Delap,eng ENG,FW,19,0,0,,,,,,,,,Manchester-City
53,Claudio Gomes,fr FRA,MF,22,0,0,,,,,,,,,Manchester-City
54,Ben Knight,eng ENG,MF,20,0,0,,,,,,,,,Manchester-City
55,Luke Mbete-Tatu,eng ENG,DF,19,0,0,,,,,,,,,Manchester-City
56,Stefan Ortega,de GER,GK,30,0,0,,,,,,,,,Manchester-City
57,Josh Wilson-Esbrand,eng ENG,DF,19,0,0,,,,,,,,,Manchester-City
58,Squad Total,,,,14,154,1260.0,39.0,32.0,3.0,11.0,1.0,27.6,20.6,Manchester-City
59,Nick Pope,eng ENG,GK,30,15,15,1350.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Newcastle-United
60,Kieran Trippier,eng ENG,DF,32,15,15,1324.0,1.0,3.0,0.0,3.0,0.0,0.4,3.7,Newcastle-United
61,Miguel Almirón,py PAR,FW,28,15,15,1255.0,8.0,1.0,0.0,0.0,0.0,4.6,1.1,Newcastle-United
62,Fabian Schär,ch SUI,DF,30,14,14,1243.0,1.0,0.0,0.0,4.0,0.0,0.9,0.4,Newcastle-United
63,Dan Burn,eng ENG,DF,30,15,14,1224.0,0.0,0.0,0.0,2.0,0.0,0.4,0.1,Newcastle-United
64,Joe Willock,eng ENG,MF,23,15,13,1114.0,2.0,2.0,0.0,0.0,0.0,2.9,3.1,Newcastle-United
65,Joelinton,br BRA,"MF,FW",26,13,12,1060.0,1.0,1.0,0.0,5.0,0.0,2.3,0.9,Newcastle-United
66,Sven Botman,nl NED,DF,22,13,12,1057.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,Newcastle-United
67,Bruno Guimarães,br BRA,MF,25,12,12,992.0,3.0,2.0,0.0,1.0,0.0,0.8,1.3,Newcastle-United
68,Sean Longstaff,eng ENG,MF,25,15,11,1056.0,1.0,2.0,0.0,2.0,0.0,1.2,1.8,Newcastle-United
69,Callum Wilson,eng ENG,FW,30,11,10,787.0,6.0,2.0,1.0,1.0,0.0,6.1,0.6,Newcastle-United
70,Jacob Murphy,eng ENG,FW,27,15,5,489.0,1.0,1.0,0.0,0.0,0.0,0.8,0.6,Newcastle-United
71,Matt Targett,eng ENG,DF,27,10,4,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,Newcastle-United
72,Allan Saint-Maximin,fr FRA,FW,25,7,4,378.0,1.0,3.0,0.0,1.0,0.0,0.8,1.2,Newcastle-United
73,Ryan Fraser,sct SCO,FW,28,8,3,313.0,0.0,0.0,0.0,1.0,0.0,0.3,0.4,Newcastle-United
74,Alexander Isak,se SWE,FW,23,3,3,242.0,2.0,0.0,1.0,0.0,0.0,2.2,0.3,Newcastle-United
75,Chris Wood,nz NZL,FW,30,14,2,272.0,1.0,0.0,0.0,0.0,0.0,0.5,0.3,Newcastle-United
76,Jamaal Lascelles,eng ENG,DF,29,4,1,107.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,Newcastle-United
77,Elliot Anderson,sct SCO,"FW,MF",20,7,0,103.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Newcastle-United
78,Jonjo Shelvey,eng ENG,MF,30,3,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
79,Javier Manquillo,es ESP,DF,28,1,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
80,Jamal Lewis,nir NIR,DF,24,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
81,Emil Krafth,se SWE,DF,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
82,Matt Ritchie,sct SCO,FW,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
83,Karl Darlow,eng ENG,GK,32,0,0,,,,,,,,,Newcastle-United
84,Martin Dúbravka,sk SVK,GK,33,0,0,,,,,,,,,Newcastle-United
85,Paul Dummett,wls WAL,DF,31,0,0,,,,,,,,,Newcastle-United
86,Loris Karius,de GER,GK,29,0,0,,,,,,,,,Newcastle-United
87,Squad Total,,,,15,165,1350.0,28.0,17.0,2.0,24.0,0.0,24.3,17.1,Newcastle-United
88,Hugo Lloris,fr FRA,GK,35,15,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur
89,Harry Kane,eng ENG,FW,29,15,15,1335.0,12.0,1.0,2.0,4.0,0.0,9.4,2.4,Tottenham-Hotspur
90,Eric Dier,eng ENG,DF,28,15,14,1285.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,Tottenham-Hotspur
91,Pierre Højbjerg,dk DEN,MF,27,14,14,1244.0,3.0,2.0,0.0,1.0,0.0,0.9,1.3,Tottenham-Hotspur
92,Rodrigo Bentancur,uy URU,MF,25,14,13,1182.0,4.0,2.0,0.0,5.0,0.0,1.4,0.8,Tottenham-Hotspur
93,Son Heung-min,kr KOR,"MF,FW",30,13,12,1030.0,3.0,2.0,0.0,0.0,0.0,3.5,2.7,Tottenham-Hotspur
94,Ben Davies,wls WAL,DF,29,12,11,995.0,2.0,1.0,0.0,1.0,0.0,0.5,1.3,Tottenham-Hotspur
95,Emerson,br BRA,DF,23,12,11,899.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3,Tottenham-Hotspur
96,Ivan Perišić,hr CRO,"DF,MF",33,15,9,833.0,0.0,4.0,0.0,2.0,0.0,0.9,3.0,Tottenham-Hotspur
97,Ryan Sessegnon,eng ENG,DF,22,12,8,662.0,2.0,0.0,0.0,3.0,0.0,1.4,0.7,Tottenham-Hotspur
98,Cristian Romero,ar ARG,DF,24,8,7,658.0,0.0,0.0,0.0,1.0,0.0,0.6,0.3,Tottenham-Hotspur
99,Dejan Kulusevski,se SWE,"MF,FW",22,9,7,611.0,1.0,5.0,0.0,0.0,0.0,1.0,2.2,Tottenham-Hotspur
100,Clément Lenglet,fr FRA,DF,27,8,7,571.0,0.0,1.0,0.0,0.0,0.0,0.6,0.4,Tottenham-Hotspur
101,Yves Bissouma,ml MLI,MF,26,14,6,606.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,Tottenham-Hotspur
102,Davinson Sánchez,co COL,DF,26,10,6,531.0,0.0,0.0,0.0,1.0,0.0,0.3,0.1,Tottenham-Hotspur
103,Richarlison,br BRA,"MF,FW",25,10,5,439.0,0.0,2.0,0.0,2.0,0.0,1.6,1.3,Tottenham-Hotspur
104,Matt Doherty,ie IRL,DF,30,8,3,351.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,Tottenham-Hotspur
105,Oliver Skipp,eng ENG,MF,22,6,2,130.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,Tottenham-Hotspur
106,Lucas Moura,br BRA,"MF,DF",30,8,0,98.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Tottenham-Hotspur
107,Bryan,es ESP,MF,21,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur
108,Djed Spence,eng ENG,"DF,MF",22,3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Tottenham-Hotspur
109,Fraser Forster,eng ENG,GK,34,0,0,,,,,,,,,Tottenham-Hotspur
110,Pape Matar Sarr,sn SEN,MF,20,0,0,,,,,,,,,Tottenham-Hotspur
111,Japhet Tanganga,eng ENG,DF,23,0,0,,,,,,,,,Tottenham-Hotspur
112,Harvey White,eng ENG,MF,21,0,0,,,,,,,,,Tottenham-Hotspur
113,Squad Total,,,,15,165,1350.0,29.0,21.0,2.0,26.0,1.0,24.1,17.8,Tottenham-Hotspur
114,David de Gea,es ESP,GK,32,14,14,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Manchester-United
115,Lisandro Martínez,ar ARG,DF,24,14,14,1204.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,Manchester-United
116,Bruno Fernandes,pt POR,"MF,FW",28,13,13,1169.0,2.0,1.0,0.0,5.0,0.0,2.0,3.2,Manchester-United
117,Diogo Dalot,pt POR,DF,23,13,13,1165.0,0.0,1.0,0.0,5.0,0.0,0.6,1.3,Manchester-United
118,Marcus Rashford,eng ENG,FW,25,14,13,1126.0,4.0,2.0,0.0,1.0,0.0,4.2,2.0,Manchester-United
119,Christian Eriksen,dk DEN,MF,30,13,12,1043.0,1.0,4.0,0.0,1.0,0.0,2.4,1.8,Manchester-United
120,Jadon Sancho,eng ENG,FW,22,10,10,714.0,2.0,1.0,0.0,0.0,0.0,1.6,0.8,Manchester-United
121,Luke Shaw,eng ENG,DF,27,10,9,783.0,0.0,1.0,0.0,3.0,0.0,0.2,1.4,Manchester-United
122,Raphaël Varane,fr FRA,DF,29,10,8,684.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Manchester-United
123,Casemiro,br BRA,MF,30,11,7,712.0,1.0,1.0,0.0,2.0,0.0,0.5,0.8,Manchester-United
124,Scott McTominay,sct SCO,MF,25,12,6,640.0,0.0,0.0,0.0,5.0,0.0,0.7,0.2,Manchester-United
125,Tyrell Malacia,nl NED,DF,23,9,6,567.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Manchester-United
126,Antony,br BRA,"FW,MF",22,6,6,491.0,3.0,0.0,0.0,1.0,0.0,1.6,0.4,Manchester-United
127,Anthony Elanga,se SWE,FW,20,10,5,369.0,0.0,1.0,0.0,0.0,0.0,0.5,0.8,Manchester-United
128,Cristiano Ronaldo,pt POR,FW,37,10,4,525.0,1.0,0.0,0.0,2.0,0.0,1.9,0.4,Manchester-United
129,Fred,br BRA,MF,29,11,4,398.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,Manchester-United
130,Victor Lindelöf,se SWE,DF,28,5,3,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
131,Harry Maguire,eng ENG,DF,29,4,3,281.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,Manchester-United
132,Anthony Martial,fr FRA,"FW,MF",26,5,2,201.0,2.0,2.0,1.0,0.0,0.0,1.7,0.8,Manchester-United
133,Donny van de Beek,nl NED,MF,25,4,1,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
134,Alejandro Garnacho,es ESP,FW,18,3,1,84.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,Manchester-United
135,Aaron Wan-Bissaka,eng ENG,DF,25,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
136,Nathan Bishop,eng ENG,GK,23,0,0,,,,,,,,,Manchester-United
137,Martin Dúbravka,sk SVK,GK,33,0,0,,,,,,,,,Manchester-United
138,James Garner,eng ENG,MF,21,0,0,,,,,,,,,Manchester-United
139,Tom Heaton,eng ENG,GK,36,0,0,,,,,,,,,Manchester-United
140,Zidane Iqbal,iq IRQ,MF,19,0,0,,,,,,,,,Manchester-United
141,Matej Kovar,cz CZE,GK,22,0,0,,,,,,,,,Manchester-United
142,Kobbie Mainoo,eng ENG,MF,17,0,0,,,,,,,,,Manchester-United
143,Facundo Pellistri,uy URU,FW,20,0,0,,,,,,,,,Manchester-United
144,Shola Shoretire,eng ENG,MF,18,0,0,,,,,,,,,Manchester-United
145,Squad Total,,,,14,154,1260.0,18.0,14.0,1.0,37.0,0.0,18.8,14.8,Manchester-United
146,Alisson,br BRA,GK,30,14,14,1260.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,Liverpool
147,Virgil van Dijk,nl NED,DF,31,14,14,1260.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Liverpool
148,Mohamed Salah,eg EGY,FW,30,14,14,1236.0,6.0,3.0,0.0,0.0,0.0,7.0,2.2,Liverpool
149,Trent Alexander-Arnold,eng ENG,DF,24,14,12,989.0,1.0,0.0,0.0,2.0,0.0,1.1,2.2,Liverpool
150,Fabinho,br BRA,MF,29,14,11,997.0,0.0,0.0,0.0,2.0,0.0,0.2,0.5,Liverpool
151,Roberto Firmino,br BRA,"FW,MF",31,13,11,929.0,7.0,3.0,0.0,0.0,0.0,4.2,1.8,Liverpool
152,Andrew Robertson,sct SCO,DF,28,12,10,861.0,0.0,4.0,0.0,0.0,0.0,0.4,2.4,Liverpool
153,Harvey Elliott,eng ENG,MF,19,14,10,859.0,1.0,1.0,0.0,0.0,0.0,1.0,2.2,Liverpool
154,Joe Gomez,eng ENG,DF,25,12,9,887.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,Liverpool
155,Thiago Alcántara,es ESP,MF,31,8,8,644.0,0.0,0.0,0.0,1.0,0.0,0.1,0.6,Liverpool
156,Jordan Henderson,eng ENG,MF,32,12,7,648.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Liverpool
157,Luis Díaz,co COL,FW,25,8,7,613.0,3.0,2.0,0.0,2.0,0.0,1.7,1.0,Liverpool
158,Darwin Núñez,uy URU,FW,23,10,7,604.0,5.0,2.0,0.0,0.0,1.0,4.7,2.3,Liverpool
159,James Milner,eng ENG,"DF,MF",36,12,4,469.0,0.0,1.0,0.0,0.0,0.0,0.3,0.7,Liverpool
160,Kostas Tsimikas,gr GRE,DF,26,10,4,367.0,0.0,3.0,0.0,1.0,0.0,0.2,0.7,Liverpool
161,Fabio Carvalho,pt POR,"MF,FW",20,11,4,337.0,2.0,0.0,0.0,0.0,0.0,1.1,0.1,Liverpool
162,Joël Matip,cm CMR,DF,31,4,3,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
163,Diogo Jota,pt POR,"FW,MF",25,4,2,196.0,0.0,1.0,0.0,1.0,0.0,0.8,0.8,Liverpool
164,Curtis Jones,eng ENG,MF,21,4,1,172.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,Liverpool
165,Ibrahima Konaté,fr FRA,DF,23,2,1,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
166,Nathaniel Phillips,eng ENG,DF,25,2,1,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
167,Alex Oxlade-Chamberlain,eng ENG,FW,29,3,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Liverpool
168,Stefan Bajcetic,es ESP,MF,18,1,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
169,Bobby Clark,eng ENG,MF,17,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
170,Adrián,es ESP,GK,35,0,0,,,,,,,,,Liverpool
171,Luke Chambers,eng ENG,DF,18,0,0,,,,,,,,,Liverpool
172,Harvey Davies,eng ENG,GK,19,0,0,,,,,,,,,Liverpool
173,Sepp van den Berg,nl NED,"DF,MF",20,0,0,,,,,,,,,Liverpool
174,Ben Doak,sct SCO,FW,17,0,0,,,,,,,,,Liverpool
175,Naby Keïta,gn GUI,MF,27,0,0,,,,,,,,,Liverpool
176,Caoimhín Kelleher,ie IRL,GK,24,0,0,,,,,,,,,Liverpool
177,Arthur Melo,br BRA,MF,26,0,0,,,,,,,,,Liverpool
178,Calvin Ramsay,sct SCO,DF,19,0,0,,,,,,,,,Liverpool
179,Squad Total,,,,14,154,1260.0,26.0,21.0,0.0,12.0,1.0,24.2,19.1,Liverpool
180,Lewis Dunk,eng ENG,DF,31,14,14,1260.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,Brighton-and-Hove-Albion
181,Robert Sánchez,es ESP,GK,25,14,14,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
182,Alexis Mac Allister,ar ARG,MF,23,14,14,1256.0,5.0,0.0,3.0,4.0,0.0,3.6,0.8,Brighton-and-Hove-Albion
183,Moisés Caicedo,ec ECU,MF,21,14,14,1245.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,Brighton-and-Hove-Albion
184,Solly March,eng ENG,"DF,FW",28,14,14,1214.0,0.0,2.0,0.0,1.0,0.0,2.6,1.3,Brighton-and-Hove-Albion
185,Pascal Groß,de GER,"MF,FW",31,14,14,1192.0,5.0,2.0,0.0,2.0,0.0,2.7,3.4,Brighton-and-Hove-Albion
186,Leandro Trossard,be BEL,"FW,MF",27,14,14,1174.0,7.0,2.0,0.0,1.0,0.0,4.3,1.9,Brighton-and-Hove-Albion
187,Adam Webster,eng ENG,DF,27,13,13,1170.0,0.0,0.0,0.0,1.0,0.0,1.2,0.0,Brighton-and-Hove-Albion
188,Danny Welbeck,eng ENG,FW,32,13,11,996.0,0.0,2.0,0.0,0.0,0.0,3.0,1.8,Brighton-and-Hove-Albion
189,Joël Veltman,nl NED,DF,30,13,11,947.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2,Brighton-and-Hove-Albion
190,Pervis Estupiñán,ec ECU,DF,24,11,8,631.0,0.0,0.0,0.0,3.0,0.0,0.1,1.7,Brighton-and-Hove-Albion
191,Adam Lallana,eng ENG,"MF,FW",34,11,8,489.0,1.0,1.0,0.0,0.0,0.0,0.8,0.8,Brighton-and-Hove-Albion
192,Kaoru Mitoma,jp JPN,"FW,MF",25,9,2,314.0,1.0,1.0,0.0,0.0,0.0,0.2,2.2,Brighton-and-Hove-Albion
193,Enock Mwepu,zm ZAM,"FW,MF",24,6,2,213.0,0.0,1.0,0.0,0.0,0.0,0.2,0.5,Brighton-and-Hove-Albion
194,Levi Colwill,eng ENG,DF,19,3,1,103.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Brighton-and-Hove-Albion
195,Tariq Lamptey,gh GHA,DF,22,11,0,188.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Brighton-and-Hove-Albion
196,Deniz Undav,de GER,"FW,MF",26,8,0,101.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,Brighton-and-Hove-Albion
197,Julio César Enciso,py PAR,"MF,FW",18,2,0,80.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,Brighton-and-Hove-Albion
198,Billy Gilmour,sct SCO,MF,21,4,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
199,Jeremy Sarmiento,ec ECU,"MF,FW",20,2,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
